,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,hp,name,sp_attack,sp_defense,speed,type1,type2,is_legendary
388,"['Overgrow', 'Shell Armor']",2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0,109,70,525,45,Continent Pokémon,105,1059860,95,Torterra,75,85,56,grass,ground,0
389,"['Blaze', 'Iron Fist']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,58,70,309,45,Chimp Pokémon,44,1059860,44,Chimchar,58,44,61,fire,,0
390,"['Blaze', 'Iron Fist']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,78,70,405,45,Playful Pokémon,52,1059860,64,Monferno,78,52,81,fire,fighting,0
391,"['Blaze', 'Iron Fist']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,104,70,534,45,Flame Pokémon,71,1059860,76,Infernape,104,71,108,fire,fighting,0
392,"['Torrent', 'Defiant']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,51,70,314,45,Penguin Pokémon,53,1059860,53,Piplup,61,56,40,water,,0
393,"['Torrent', 'Defiant']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,66,70,405,45,Penguin Pokémon,68,1059860,64,Prinplup,81,76,50,water,,0
394,"['Torrent', 'Defiant']",0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5,86,70,530,45,Emperor Pokémon,88,1059860,84,Empoleon,111,101,60,water,steel,0
395,"['Keen Eye', 'Reckless']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,70,245,255,Starling Pokémon,30,1059860,40,Starly,30,30,60,normal,flying,0
396,"['Intimidate', 'Reckless']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,75,70,340,120,Starling Pokémon,50,1059860,55,Staravia,40,40,80,normal,flying,0
397,"['Intimidate', 'Reckless']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,120,70,485,45,Predator Pokémon,70,1059860,85,Staraptor,50,60,100,normal,flying,0
398,"['Simple', 'Unaware', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,70,250,255,Plump Mouse Pokémon,40,1000000,59,Bidoof,35,40,31,normal,,0
399,"['Simple', 'Unaware', 'Moody']",1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,85,70,410,127,Beaver Pokémon,60,1000000,79,Bibarel,55,60,71,normal,water,0
400,"['Shed Skin', 'Run Away']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,25,70,194,255,Cricket Pokémon,41,1059860,37,Kricketot,25,41,25,bug,,0
401,"['Swarm', 'Technician']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,85,70,384,45,Cricket Pokémon,51,1059860,77,Kricketune,55,51,65,bug,,0
402,"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65,70,263,235,Flash Pokémon,34,1059860,45,Shinx,40,34,45,electric,,0
403,"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,100,363,120,Spark Pokémon,49,1059860,60,Luxio,60,49,60,electric,,0
404,"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,120,70,523,45,Gleam Eyes Pokémon,79,1059860,80,Luxray,95,79,70,electric,,0
405,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,30,70,280,255,Bud Pokémon,35,1059860,40,Budew,50,70,55,grass,poison,0
406,"['Natural Cure', 'Poison Point', 'Technician']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,70,70,515,75,Bouquet Pokémon,65,1059860,60,Roserade,125,105,90,grass,poison,0
407,"['Mold Breaker', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,125,70,350,45,Head Butt Pokémon,40,600000,67,Cranidos,30,30,58,rock,,0
408,"['Mold Breaker', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,165,70,495,45,Head Butt Pokémon,60,600000,97,Rampardos,65,50,58,rock,,0
409,"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,42,70,350,45,Shield Pokémon,118,600000,30,Shieldon,42,88,30,rock,steel,0
410,"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,52,70,495,45,Shield Pokémon,168,600000,60,Bastiodon,47,138,30,rock,steel,0
411,"['Shed Skin', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,29,70,224,120,Bagworm Pokémon,45,1000000,40,Burmy,29,45,36,bug,,0
412,"['Anticipation', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,69,70,424,45,Bagworm Pokémon,95,1000000,60,Wormadam,69,95,36,bug,grass,0
413,"['Swarm', 'Tinted Lens']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,94,70,424,45,Moth Pokémon,50,1000000,70,Mothim,94,50,66,bug,flying,0
414,"['Honey Gather', 'Hustle']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,30,70,244,120,Tiny Bee Pokémon,42,1059860,30,Combee,30,42,70,bug,flying,0
415,"['Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,80,70,474,45,Beehive Pokémon,102,1059860,70,Vespiquen,80,102,40,bug,flying,0
416,"['Run Away', 'Pickup', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,100,405,200,EleSquirrel Pokémon,70,1000000,60,Pachirisu,45,90,95,electric,,0
417,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,70,330,190,Sea Weasel Pokémon,35,1000000,55,Buizel,60,30,85,water,,0
418,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,70,495,75,Sea Weasel Pokémon,55,1000000,85,Floatzel,85,50,115,water,,0
419,['Chlorophyll'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,70,275,190,Cherry Pokémon,45,1000000,45,Cherubi,62,53,35,grass,,0
420,['Flower Gift'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,70,450,75,Blossom Pokémon,70,1000000,70,Cherrim,87,78,85,grass,,0
421,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,48,70,325,190,Sea Slug Pokémon,48,1000000,76,Shellos,57,62,34,water,,0
422,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,83,70,475,75,Sea Slug Pokémon,68,1000000,111,Gastrodon,92,82,39,water,ground,0
423,"['Technician', 'Pickup', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,100,482,45,Long Tail Pokémon,66,800000,75,Ambipom,60,66,115,normal,,0
424,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,50,70,348,125,Balloon Pokémon,34,1640000,90,Drifloon,60,44,70,ghost,flying,0
425,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,80,70,498,60,Blimp Pokémon,44,1640000,150,Drifblim,90,54,80,ghost,flying,0
426,"['Run Away', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66,0,350,190,Rabbit Pokémon,44,1000000,55,Buneary,44,56,85,normal,,0
427,"['Cute Charm', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,136,140,580,60,Rabbit Pokémon,94,1000000,65,Lopunny,54,96,135,normal,,0
428,['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,35,495,45,Magical Pokémon,60,800000,60,Mismagius,105,105,105,ghost,,0
429,"['Insomnia', 'Super Luck', 'Moxie']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,125,35,505,30,Big Boss Pokémon,52,1059860,100,Honchkrow,105,52,71,dark,flying,0
430,"['Limber', 'Own Tempo', 'Keen Eye']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,70,310,190,Catty Pokémon,42,800000,49,Glameow,42,37,85,normal,,0
431,"['Thick Fat', 'Own Tempo', 'Defiant']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82,70,452,75,Tiger Cat Pokémon,64,800000,71,Purugly,64,59,112,normal,,0
432,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,70,285,120,Bell Pokémon,50,800000,45,Chingling,65,50,45,psychic,,0
433,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,63,70,329,225,Skunk Pokémon,47,1000000,63,Stunky,41,41,74,poison,dark,0
434,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,93,70,479,60,Skunk Pokémon,67,1000000,103,Skuntank,71,61,84,poison,dark,0
435,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,24,70,300,255,Bronze Pokémon,86,1000000,57,Bronzor,24,86,23,steel,psychic,0
436,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,89,70,500,90,Bronze Bell Pokémon,116,1000000,67,Bronzong,79,116,33,steel,psychic,0
437,"['Sturdy', 'Rock Head', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,80,70,290,255,Bonsai Pokémon,95,1000000,50,Bonsly,10,45,10,rock,,0
438,"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,70,310,145,Mime Pokémon,45,1000000,20,Mime Jr.,70,90,60,psychic,fairy,0
439,"['Natural Cure', 'Serene Grace', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,140,220,130,Playhouse Pokémon,5,800000,100,Happiny,15,65,30,normal,,0
440,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,65,35,411,30,Music Note Pokémon,45,1059860,76,Chatot,92,42,91,normal,flying,0
441,"['Pressure', 'Infiltrator']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,92,70,485,100,Forbidden Pokémon,108,1000000,50,Spiritomb,92,108,35,ghost,dark,0
442,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,70,300,45,Land Shark Pokémon,45,1250000,58,Gible,40,45,42,dragon,ground,0
443,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,90,70,410,45,Cave Pokémon,65,1250000,68,Gabite,50,55,82,dragon,ground,0
444,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,170,70,700,45,Mach Pokémon,115,1250000,108,Garchomp,120,95,92,dragon,ground,0
445,"['Pickup', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,70,390,50,Big Eater Pokémon,40,1250000,135,Munchlax,40,85,5,normal,,0
446,"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,70,70,285,75,Emanation Pokémon,40,1059860,40,Riolu,35,40,60,fighting,,0
447,"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,145,70,625,45,Aura Pokémon,88,1059860,70,Lucario,140,70,112,fighting,steel,0
448,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,72,70,330,140,Hippo Pokémon,78,1250000,68,Hippopotas,38,42,32,ground,,0
449,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,112,70,525,60,Heavyweight Pokémon,118,1250000,108,Hippowdon,68,72,47,ground,,0
450,"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,70,330,120,Scorpion Pokémon,90,1250000,40,Skorupi,30,55,65,poison,bug,0
451,"['Battle Armor', 'Sniper', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,90,70,500,45,Ogre Scorp Pokémon,110,1250000,70,Drapion,60,75,95,poison,dark,0
452,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,61,100,300,140,Toxic Mouth Pokémon,40,1000000,48,Croagunk,61,40,50,poison,fighting,0
453,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,106,70,490,75,Toxic Mouth Pokémon,65,1000000,83,Toxicroak,86,65,85,poison,fighting,0
454,['Levitate'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,70,454,200,Bug Catcher Pokémon,72,1250000,74,Carnivine,90,72,46,grass,,0
455,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,49,70,330,190,Wing Fish Pokémon,56,600000,49,Finneon,49,61,66,water,,0
456,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,69,70,460,75,Neon Pokémon,76,600000,69,Lumineon,69,86,91,water,,0
457,"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,20,70,345,25,Kite Pokémon,50,1250000,45,Mantyke,60,120,50,water,flying,0
458,"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,62,70,334,120,Frosted Tree Pokémon,50,1250000,60,Snover,62,60,40,grass,ice,0
459,"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,132,70,594,60,Frosted Tree Pokémon,105,1250000,90,Abomasnow,132,105,30,grass,ice,0
460,"['Pressure', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,120,35,510,45,Sharp Claw Pokémon,65,1059860,70,Weavile,45,85,125,dark,ice,0
461,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,70,70,535,30,Magnet Area Pokémon,115,1000000,70,Magnezone,130,90,60,electric,steel,0
462,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,70,515,30,Licking Pokémon,95,1000000,110,Lickilicky,80,95,50,normal,,0
463,"['Lightningrod', 'Solid Rock', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,140,70,535,30,Drill Pokémon,130,1250000,115,Rhyperior,55,55,40,ground,rock,0
464,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,70,535,30,Vine Pokémon,125,1000000,100,Tangrowth,110,50,50,grass,,0
465,"['Motor Drive', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,123,70,540,30,Thunderbolt Pokémon,67,1000000,75,Electivire,95,85,95,electric,,0
466,"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,70,540,30,Blast Pokémon,67,1000000,75,Magmortar,125,95,83,fire,,0
467,"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,50,70,545,30,Jubilee Pokémon,95,800000,85,Togekiss,120,115,80,fairy,flying,0
468,"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,76,70,515,30,Ogre Darner Pokémon,86,1000000,86,Yanmega,116,56,95,bug,flying,0
469,"['Leaf Guard', 'Chlorophyll']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,35,525,45,Verdant Pokémon,130,1000000,65,Leafeon,60,65,95,grass,,0
470,"['Snow Cloak', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,60,35,525,45,Fresh Snow Pokémon,110,1000000,65,Glaceon,130,95,65,ice,,0
471,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,95,70,510,30,Fang Scorp Pokémon,125,1059860,75,Gliscor,45,75,95,ground,flying,0
472,"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,130,70,530,50,Twin Tusk Pokémon,80,1250000,110,Mamoswine,70,60,80,ice,ground,0
473,"['Adaptability', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,70,535,30,Virtual Pokémon,70,1000000,85,Porygon-Z,135,75,90,normal,,0
474,"['Steadfast', 'Justified']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,165,35,618,45,Blade Pokémon,95,1250000,68,Gallade,65,115,110,psychic,fighting,0
475,"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,55,70,525,60,Compass Pokémon,145,1000000,60,Probopass,75,150,40,rock,steel,0
476,"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,100,35,525,45,Gripper Pokémon,135,800000,45,Dusknoir,65,135,45,ghost,,0
477,"['Snow Cloak', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,80,70,480,75,Snow Land Pokémon,70,1000000,70,Froslass,80,70,110,ice,ghost,0
478,['Levitate'],0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,65,70,520,45,Plasma Pokémon,107,1000000,50,Rotom,105,107,86,electric,ghost,0
479,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75,140,580,3,Knowledge Pokémon,130,1250000,75,Uxie,75,130,95,psychic,,1
480,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,105,140,580,3,Emotion Pokémon,105,1250000,80,Mesprit,105,105,80,psychic,,1
481,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,125,140,580,3,Willpower Pokémon,70,1250000,75,Azelf,125,70,115,psychic,,1
482,"['Pressure', 'Telepathy']",0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,120,0,680,3,Temporal Pokémon,120,1250000,100,Dialga,150,100,90,steel,dragon,1
483,"['Pressure', 'Telepathy']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,120,0,680,3,Spatial Pokémon,100,1250000,90,Palkia,150,120,100,water,dragon,1
484,"['Flash Fire', 'Flame Body']",0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0,90,100,600,3,Lava Dome Pokémon,106,1250000,91,Heatran,130,106,77,fire,steel,1
485,['Slow Start'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,0,670,3,Colossal Pokémon,110,1250000,110,Regigigas,80,110,100,normal,,1
486,"['Pressure', 'Telepathy', 'Levitate']",0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,120,0,680,3,Renegade Pokémon,100,1250000,150,Giratina,120,100,90,ghost,dragon,1
